"habitat"	"plot"	"subplot"	"family"	"species"	"individuals_terrestrial_0.5m"	"individuals_terrestrial_1.5m"	"individuals_epiphytic_0.5m"	"individuals_epiphytic_1.5m"
"araucaria_plantation"	"A1"	100	"Polypodiaceae"	"Microgramma_squamulosa"	0	1	0	0
"araucaria_plantation"	"A1"	100	"Dryopteridaceae"	"Polystichum_platylepis"	0	7	0	0
"araucaria_plantation"	"A1"	100	"Blechnaceae"	"Blechnum_austrobrasilianum"	1	3	0	0
"araucaria_plantation"	"A1"	100	"Pteridaceae"	"Pteris_deflexa"	0	1	0	0
"araucaria_plantation"	"A1"	100	"Blechnaceae"	"Neoblechnum_brasiliense"	0	1	0	0
"araucaria_plantation"	"A1"	100	"Dryopteridaceae"	"Ctenitis_submarginalis"	0	23	0	0
"araucaria_plantation"	"A1"	110	"Blechnaceae"	"Neoblechnum_brasiliense"	0	3	0	0
"araucaria_plantation"	"A1"	110	"Dryopteridaceae"	"Polystichum_platylepis"	0	2	0	0
"araucaria_plantation"	"A1"	110	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	1	0	0
"araucaria_plantation"	"A1"	110	"Pteridaceae"	"Pteris_deflexa"	0	3	0	0
"araucaria_plantation"	"A1"	110	"Blechnaceae"	"Blechnum_austrobrasilianum"	0	1	0	0
"araucaria_plantation"	"A1"	110	"Thelypteridaceae"	"Amauropelta_decurtata"	0	1	0	0
"araucaria_plantation"	"A1"	110	"Dryopteridaceae"	"Ctenitis_submarginalis"	5	20	0	0
"araucaria_plantation"	"A1"	110	"Aspleniaceae"	"Asplenium_sellowianum"	0	1	0	0
"araucaria_plantation"	"A1"	110	"Thelypteridaceae"	"Amauropelta_recumbens"	5	7	0	0
"araucaria_plantation"	"A1"	120	"Aspleniaceae"	"Asplenium_sellowianum"	1	0	0	0
"araucaria_plantation"	"A1"	120	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	2	0	0
"araucaria_plantation"	"A1"	120	"Thelypteridaceae"	"Goniopteris_riograndensis"	0	1	0	0
"araucaria_plantation"	"A1"	120	"Thelypteridaceae"	"Amauropelta_recumbens"	16	58	0	0
"araucaria_plantation"	"A1"	120	"Dryopteridaceae"	"Ctenitis_submarginalis"	4	14	0	0
"araucaria_plantation"	"A1"	120	"Blechnaceae"	"Blechnum_austrobrasilianum"	0	1	0	0
"araucaria_plantation"	"A1"	120	"Selaginellaceae"	"Selaginella_muscosa"	0	7	0	0
"araucaria_plantation"	"A1"	130	"Dryopteridaceae"	"Ctenitis_submarginalis"	4	15	0	0
"araucaria_plantation"	"A1"	130	"Polypodiaceae"	"Pleopeltis_pleopeltidis"	0	0	0	1
"araucaria_plantation"	"A1"	130	"Thelypteridaceae"	"Amauropelta_recumbens"	1	24	0	0
"araucaria_plantation"	"A1"	130	"Blechnaceae"	"Blechnum_austrobrasilianum"	0	1	0	0
"araucaria_plantation"	"A1"	130	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"araucaria_plantation"	"A1"	130	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	2	0	0
"araucaria_plantation"	"A1"	130	"Aspleniaceae"	"Asplenium_sellowianum"	2	0	0	0
"araucaria_plantation"	"A1"	130	"Thelypteridaceae"	"Macrothelypteris_torresiana"	0	1	0	0
"araucaria_plantation"	"A1"	140	"Dryopteridaceae"	"Ctenitis_submarginalis"	3	16	0	0
"araucaria_plantation"	"A1"	140	"Aspleniaceae"	"Asplenium_sellowianum"	0	5	0	0
"araucaria_plantation"	"A1"	140	"Thelypteridaceae"	"Macrothelypteris_torresiana"	1	0	0	0
"araucaria_plantation"	"A1"	140	"Anemiaceae"	"Anemia_phyllitidis"	0	2	0	0
"araucaria_plantation"	"A1"	140	"Thelypteridaceae"	"Amauropelta_recumbens"	2	0	0	0
"araucaria_plantation"	"A1"	150	"Aspleniaceae"	"Asplenium_sellowianum"	0	2	0	0
"araucaria_plantation"	"A1"	150	"Thelypteridaceae"	"Goniopteris_riograndensis"	0	1	0	0
"araucaria_plantation"	"A1"	150	"Dryopteridaceae"	"Ctenitis_submarginalis"	8	15	0	0
"araucaria_plantation"	"A1"	150	"Thelypteridaceae"	"Amauropelta_recumbens"	1	0	0	0
"araucaria_plantation"	"A1"	150	"Pteridaceae"	"Pteris_deflexa"	0	2	0	0
"araucaria_plantation"	"A1"	150	"Polypodiaceae"	"Campyloneurum_nitidum"	0	0	0	1
"araucaria_plantation"	"A1"	150	"Dryopteridaceae"	"Polystichum_platylepis"	0	4	0	0
"araucaria_plantation"	"A2"	0	"Thelypteridaceae"	"Amauropelta_decurtata"	22	30	0	0
"araucaria_plantation"	"A2"	0	"Dryopteridaceae"	"Ctenitis_submarginalis"	11	18	0	0
"araucaria_plantation"	"A2"	0	"Pteridaceae"	"Pteris_deflexa"	1	2	0	0
"araucaria_plantation"	"A2"	10	"Blechnaceae"	"Neoblechnum_brasiliense"	0	6	0	0
"araucaria_plantation"	"A2"	10	"Pteridaceae"	"Pteris_deflexa"	0	2	0	0
"araucaria_plantation"	"A2"	10	"Dryopteridaceae"	"Ctenitis_submarginalis"	8	24	0	0
"araucaria_plantation"	"A2"	10	"Thelypteridaceae"	"Amauropelta_decurtata"	4	24	0	0
"araucaria_plantation"	"A2"	10	"Dryopteridaceae"	"Megalastrum_oreocharis"	1	1	0	0
"araucaria_plantation"	"A2"	20	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	9
"araucaria_plantation"	"A2"	20	"Polypodiaceae"	"Campyloneurum_nitidum"	0	2	0	0
"araucaria_plantation"	"A2"	20	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	5
"araucaria_plantation"	"A2"	20	"Blechnaceae"	"Neoblechnum_brasiliense"	4	3	0	0
"araucaria_plantation"	"A2"	20	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	2	0	0
"araucaria_plantation"	"A2"	20	"Dryopteridaceae"	"Ctenitis_submarginalis"	9	7	0	0
"araucaria_plantation"	"A2"	20	"Pteridaceae"	"Pteris_deflexa"	1	1	0	0
"araucaria_plantation"	"A2"	20	"Thelypteridaceae"	"Amauropelta_decurtata"	3	0	0	0
"araucaria_plantation"	"A2"	20	"Polypodiaceae"	"Pleopeltis_hirsutissima"	0	0	0	1
"araucaria_plantation"	"A2"	30	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	5
"araucaria_plantation"	"A2"	30	"Dryopteridaceae"	"Ctenitis_submarginalis"	4	0	0	0
"araucaria_plantation"	"A2"	30	"Polypodiaceae"	"Pleopeltis_hirsutissima"	0	0	0	1
"araucaria_plantation"	"A2"	30	"Dryopteridaceae"	"Megalastrum_oreocharis"	3	1	0	0
"araucaria_plantation"	"A2"	30	"Thelypteridaceae"	"Macrothelypteris_torresiana"	0	1	0	0
"araucaria_plantation"	"A2"	30	"Blechnaceae"	"Neoblechnum_brasiliense"	1	0	0	0
"araucaria_plantation"	"A2"	40	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	1
"araucaria_plantation"	"A2"	40	"Thelypteridaceae"	"Amauropelta_decurtata"	12	36	0	0
"araucaria_plantation"	"A2"	40	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	1	0	0
"araucaria_plantation"	"A2"	40	"Dryopteridaceae"	"Ctenitis_submarginalis"	22	32	0	0
"araucaria_plantation"	"A2"	40	"Blechnaceae"	"Neoblechnum_brasiliense"	0	1	0	0
"araucaria_plantation"	"A2"	50	"Thelypteridaceae"	"Amauropelta_decurtata"	42	70	0	0
"araucaria_plantation"	"A2"	50	"Blechnaceae"	"Neoblechnum_brasiliense"	0	1	0	0
"araucaria_plantation"	"A2"	50	"Dryopteridaceae"	"Ctenitis_submarginalis"	7	8	0	0
"araucaria_plantation"	"A2"	60	"Dryopteridaceae"	"Ctenitis_submarginalis"	6	7	0	0
"araucaria_plantation"	"A2"	60	"Thelypteridaceae"	"Amauropelta_decurtata"	31	73	0	0
"araucaria_plantation"	"A2"	60	"Blechnaceae"	"Blechnum_auriculatum"	0	1	0	0
"araucaria_plantation"	"A2"	60	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	13
"araucaria_plantation"	"A2"	60	"Polypodiaceae"	"Pleopeltis_hirsutissima"	0	0	0	4
"araucaria_plantation"	"A2"	60	"Blechnaceae"	"Neoblechnum_brasiliense"	0	6	0	0
"araucaria_plantation"	"A2"	60	"Thelypteridaceae"	"Amauropelta_amambayensis"	0	1	0	0
"araucaria_plantation"	"A2"	60	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	2	0	0
"araucaria_plantation"	"A2"	60	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	1	0	0
"araucaria_plantation"	"A2"	60	"Polypodiaceae"	"Pleopeltis_pleopeltidis"	0	1	0	0
"araucaria_plantation"	"A2"	70	"Cyatheaceae"	"Alsophila_setosa"	2	1	0	0
"araucaria_plantation"	"A2"	70	"Thelypteridaceae"	"Amauropelta_decurtata"	17	44	0	0
"araucaria_plantation"	"A2"	70	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"araucaria_plantation"	"A2"	70	"Dryopteridaceae"	"Polystichum_platylepis"	2	1	0	0
"araucaria_plantation"	"A2"	70	"Blechnaceae"	"Neoblechnum_brasiliense"	2	1	0	0
"araucaria_plantation"	"A2"	70	"Dryopteridaceae"	"Ctenitis_submarginalis"	4	7	0	0
"araucaria_plantation"	"A2"	80	"Dryopteridaceae"	"Ctenitis_submarginalis"	6	2	0	0
"araucaria_plantation"	"A2"	80	"Thelypteridaceae"	"Amauropelta_decurtata"	4	8	0	0
"araucaria_plantation"	"A2"	80	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	3
"araucaria_plantation"	"A2"	80	"Blechnaceae"	"Neoblechnum_brasiliense"	0	3	0	0
"araucaria_plantation"	"A2"	80	"Dryopteridaceae"	"Polystichum_platylepis"	0	2	0	0
"araucaria_plantation"	"A2"	80	"Polypodiaceae"	"Campyloneurum_nitidum"	0	1	0	0
"araucaria_plantation"	"A2"	80	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	1
"araucaria_plantation"	"A2"	90	"Thelypteridaceae"	"Amauropelta_decurtata"	11	18	0	0
"araucaria_plantation"	"A2"	90	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	1	0	0
"araucaria_plantation"	"A2"	90	"Dryopteridaceae"	"Ctenitis_submarginalis"	5	18	0	0
"araucaria_plantation"	"A2"	90	"Dryopteridaceae"	"Polystichum_platylepis"	4	3	0	0
"araucaria_plantation"	"A2"	90	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	2
"araucaria_plantation"	"A2"	100	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	6	5
"araucaria_plantation"	"A2"	100	"Polypodiaceae"	"Pleopeltis_hirsutissima"	0	0	0	12
"araucaria_plantation"	"A2"	100	"Thelypteridaceae"	"Amauropelta_decurtata"	14	44	0	0
"araucaria_plantation"	"A2"	100	"Dryopteridaceae"	"Ctenitis_submarginalis"	15	7	0	0
"araucaria_plantation"	"A2"	100	"Thelypteridaceae"	"Goniopteris_riograndensis"	0	1	0	0
"araucaria_plantation"	"A2"	100	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	5
"araucaria_plantation"	"A2"	100	"Polypodiaceae"	"Pleopeltis_pleopeltidis"	0	0	0	6
"araucaria_plantation"	"A2"	110	"Thelypteridaceae"	"Amauropelta_decurtata"	17	80	0	0
"araucaria_plantation"	"A2"	110	"Dryopteridaceae"	"Ctenitis_submarginalis"	16	9	0	0
"araucaria_plantation"	"A2"	110	"Thelypteridaceae"	"Goniopteris_riograndensis"	1	1	0	0
"araucaria_plantation"	"A2"	110	"Blechnaceae"	"Neoblechnum_brasiliense"	2	2	0	0
"araucaria_plantation"	"A2"	110	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	2
"araucaria_plantation"	"A2"	120	"Thelypteridaceae"	"Amauropelta_decurtata"	10	36	0	0
"araucaria_plantation"	"A2"	120	"Dryopteridaceae"	"Ctenitis_submarginalis"	11	17	0	0
"araucaria_plantation"	"A2"	120	"Blechnaceae"	"Neoblechnum_brasiliense"	0	1	0	0
"araucaria_plantation"	"A2"	120	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	1	0	0
"araucaria_plantation"	"A2"	120	"Polypodiaceae"	"Pleopeltis_hirsutissima"	0	0	0	3
"araucaria_plantation"	"A2"	120	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"araucaria_plantation"	"A2"	130	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	5
"araucaria_plantation"	"A2"	130	"Polypodiaceae"	"Pleopeltis_hirsutissima"	0	0	0	2
"araucaria_plantation"	"A2"	130	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	7
"araucaria_plantation"	"A2"	130	"Dryopteridaceae"	"Ctenitis_submarginalis"	27	7	0	0
"araucaria_plantation"	"A2"	130	"Thelypteridaceae"	"Amauropelta_decurtata"	12	38	0	0
"araucaria_plantation"	"A2"	130	"Blechnaceae"	"Neoblechnum_brasiliense"	0	4	0	0
"araucaria_plantation"	"A2"	140	"Blechnaceae"	"Neoblechnum_brasiliense"	4	9	0	0
"araucaria_plantation"	"A2"	140	"Thelypteridaceae"	"Amauropelta_decurtata"	6	40	0	0
"araucaria_plantation"	"A2"	140	"Thelypteridaceae"	"Goniopteris_riograndensis"	0	1	0	0
"araucaria_plantation"	"A2"	140	"Dryopteridaceae"	"Ctenitis_submarginalis"	11	2	0	0
"araucaria_plantation"	"A2"	140	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	2
"araucaria_plantation"	"A2"	140	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	1
"araucaria_plantation"	"A2"	150	"Thelypteridaceae"	"Amauropelta_decurtata"	10	46	0	0
"araucaria_plantation"	"A2"	150	"Dryopteridaceae"	"Ctenitis_submarginalis"	13	11	0	0
"araucaria_plantation"	"A2"	150	"Blechnaceae"	"Neoblechnum_brasiliense"	1	2	0	0
"araucaria_plantation"	"A2"	150	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	1
"araucaria_plantation"	"A2"	150	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	4
"araucaria_plantation"	"A3"	0	"Dryopteridaceae"	"Ctenitis_submarginalis"	13	21	0	0
"araucaria_plantation"	"A3"	0	"Thelypteridaceae"	"Amauropelta_decurtata"	3	19	0	0
"araucaria_plantation"	"A3"	0	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	4	0	0
"araucaria_plantation"	"A3"	0	"Blechnaceae"	"Neoblechnum_brasiliense"	1	1	0	0
"araucaria_plantation"	"A3"	10	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"araucaria_plantation"	"A3"	10	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	2
"araucaria_plantation"	"A3"	10	"Dryopteridaceae"	"Megalastrum_oreocharis"	1	3	0	0
"araucaria_plantation"	"A3"	10	"Dryopteridaceae"	"Ctenitis_submarginalis"	11	13	0	0
"araucaria_plantation"	"A3"	10	"Polypodiaceae"	"Pleopeltis_hirsutissima"	0	0	0	1
"araucaria_plantation"	"A3"	20	"Thelypteridaceae"	"Amauropelta_decurtata"	0	1	0	0
"araucaria_plantation"	"A3"	20	"Blechnaceae"	"Blechnum_austrobrasilianum"	0	6	0	0
"araucaria_plantation"	"A3"	20	"Dryopteridaceae"	"Ctenitis_submarginalis"	10	11	0	0
"araucaria_plantation"	"A3"	20	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	6	0	0
"araucaria_plantation"	"A3"	20	"Thelypteridaceae"	"Amauropelta_decurtata"	4	7	0	0
"araucaria_plantation"	"A3"	30	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	4
"araucaria_plantation"	"A3"	30	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"araucaria_plantation"	"A3"	30	"Dryopteridaceae"	"Ctenitis_submarginalis"	7	6	0	0
"araucaria_plantation"	"A3"	30	"Thelypteridaceae"	"Amauropelta_decurtata"	9	22	0	0
"araucaria_plantation"	"A3"	30	"Dryopteridaceae"	"Megalastrum_oreocharis"	3	7	0	0
"araucaria_plantation"	"A3"	30	"Dicksoniaceae"	"Dicksonia_sellowiana"	0	3	0	0
"araucaria_plantation"	"A3"	30	"Blechnaceae"	"Neoblechnum_brasiliense"	0	1	0	0
"araucaria_plantation"	"A3"	30	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	1	0
"araucaria_plantation"	"A3"	40	"Cyatheaceae"	"Alsophila_setosa"	0	3	0	0
"araucaria_plantation"	"A3"	40	"Dryopteridaceae"	"Ctenitis_submarginalis"	7	6	0	0
"araucaria_plantation"	"A3"	40	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	0	1	4
"araucaria_plantation"	"A3"	40	"Thelypteridaceae"	"Amauropelta_decurtata"	2	0	0	0
"araucaria_plantation"	"A3"	40	"Polypodiaceae"	"Microgramma_squamulosa"	0	3	0	0
"araucaria_plantation"	"A3"	40	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	3	0	0
"araucaria_plantation"	"A3"	40	"Dryopteridaceae"	"Megalastrum_oreocharis"	1	0	0	0
"araucaria_plantation"	"A3"	50	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	1	0	0
"araucaria_plantation"	"A3"	50	"Dryopteridaceae"	"Megalastrum_oreocharis"	1	3	0	0
"araucaria_plantation"	"A3"	50	"Dryopteridaceae"	"Ctenitis_submarginalis"	4	2	0	0
"araucaria_plantation"	"A3"	50	"Thelypteridaceae"	"Amauropelta_decurtata"	15	28	0	0
"araucaria_plantation"	"A3"	50	"Dicksoniaceae"	"Dicksonia_sellowiana"	0	2	0	0
"araucaria_plantation"	"A3"	50	"Aspleniaceae"	"Asplenium_sellowianum"	0	0	1	0
"araucaria_plantation"	"A3"	50	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"araucaria_plantation"	"A3"	60	"Thelypteridaceae"	"Amauropelta_decurtata"	0	1	0	0
"araucaria_plantation"	"A3"	60	"Dryopteridaceae"	"Polystichum_platylepis"	0	1	0	0
"araucaria_plantation"	"A3"	60	"Thelypteridaceae"	"Amauropelta_decurtata"	10	9	0	0
"araucaria_plantation"	"A3"	60	"Aspleniaceae"	"Asplenium_sellowianum"	0	1	0	0
"araucaria_plantation"	"A3"	60	"Dryopteridaceae"	"Megalastrum_oreocharis"	4	5	0	0
"araucaria_plantation"	"A3"	60	"Dryopteridaceae"	"Ctenitis_submarginalis"	3	5	0	0
"araucaria_plantation"	"A3"	60	"Dicksoniaceae"	"Dicksonia_sellowiana"	1	2	0	0
"araucaria_plantation"	"A3"	60	"Blechnaceae"	"Neoblechnum_brasiliense"	0	4	0	0
"araucaria_plantation"	"A3"	70	"Cyatheaceae"	"Alsophila_setosa"	0	6	0	0
"araucaria_plantation"	"A3"	70	"Dryopteridaceae"	"Ctenitis_submarginalis"	4	3	0	0
"araucaria_plantation"	"A3"	70	"Thelypteridaceae"	"Amauropelta_decurtata"	2	2	0	0
"araucaria_plantation"	"A3"	70	"Blechnaceae"	"Neoblechnum_brasiliense"	3	4	0	0
"araucaria_plantation"	"A3"	70	"Dryopteridaceae"	"Megalastrum_oreocharis"	4	3	0	0
"araucaria_plantation"	"A3"	70	"Dicksoniaceae"	"Dicksonia_sellowiana"	0	1	0	0
"araucaria_plantation"	"A3"	70	"Thelypteridaceae"	"Amauropelta_decurtata"	3	2	0	0
"araucaria_plantation"	"A3"	70	"Thelypteridaceae"	"Amauropelta_decurtata"	0	1	0	0
"araucaria_plantation"	"A3"	70	"Blechnaceae"	"Blechnum_austrobrasilianum"	0	2	0	0
"araucaria_plantation"	"A3"	80	"Thelypteridaceae"	"Amauropelta_decurtata"	3	4	0	0
"araucaria_plantation"	"A3"	80	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	2	0	0
"araucaria_plantation"	"A3"	80	"Thelypteridaceae"	"Amauropelta_decurtata"	2	8	0	0
"araucaria_plantation"	"A3"	80	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	8	0	0
"araucaria_plantation"	"A3"	80	"Blechnaceae"	"Blechnum_austrobrasilianum"	7	5	0	0
"araucaria_plantation"	"A3"	80	"Dryopteridaceae"	"Ctenitis_submarginalis"	2	4	0	0
"araucaria_plantation"	"A3"	80	"Blechnaceae"	"Neoblechnum_brasiliense"	2	0	0	0
"araucaria_plantation"	"A3"	80	"Thelypteridaceae"	"Macrothelypteris_torresiana"	0	1	0	0
"araucaria_plantation"	"A3"	90	"Blechnaceae"	"Blechnum_austrobrasilianum"	0	4	0	0
"araucaria_plantation"	"A3"	90	"Dryopteridaceae"	"Megalastrum_oreocharis"	1	8	0	0
"araucaria_plantation"	"A3"	90	"Dryopteridaceae"	"Ctenitis_submarginalis"	0	11	0	0
"araucaria_plantation"	"A3"	90	"Blechnaceae"	"Neoblechnum_brasiliense"	0	4	0	0
"araucaria_plantation"	"A3"	90	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"araucaria_plantation"	"A3"	90	"Thelypteridaceae"	"Amauropelta_decurtata"	11	4	0	0
"araucaria_plantation"	"A3"	90	"Thelypteridaceae"	"Amauropelta_decurtata"	1	1	0	0
"araucaria_plantation"	"A3"	90	"Thelypteridaceae"	"Macrothelypteris_torresiana"	0	1	0	0
"araucaria_plantation"	"A3"	100	"Thelypteridaceae"	"Amauropelta_decurtata"	1	3	0	0
"araucaria_plantation"	"A3"	100	"Blechnaceae"	"Neoblechnum_brasiliense"	1	4	0	0
"araucaria_plantation"	"A3"	100	"Thelypteridaceae"	"Amauropelta_decurtata"	0	1	0	0
"araucaria_plantation"	"A3"	100	"Anemiaceae"	"Anemia_phyllitidis"	3	4	0	1
"araucaria_plantation"	"A3"	100	"Thelypteridaceae"	"Christella_dentata"	0	3	0	0
"araucaria_plantation"	"A3"	100	"Dryopteridaceae"	"Megalastrum_oreocharis"	1	1	0	0
"araucaria_plantation"	"A3"	100	"Dryopteridaceae"	"Ctenitis_submarginalis"	0	4	0	0
"araucaria_plantation"	"A3"	100	"Thelypteridaceae"	"Amauropelta_decurtata"	0	1	0	0
"araucaria_plantation"	"A3"	110	"Dryopteridaceae"	"Ctenitis_submarginalis"	4	4	0	0
"araucaria_plantation"	"A3"	110	"Blechnaceae"	"Neoblechnum_brasiliense"	1	1	0	0
"araucaria_plantation"	"A3"	110	"Aspleniaceae"	"Asplenium_sellowianum"	0	0	1	1
"araucaria_plantation"	"A3"	110	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	3
"araucaria_plantation"	"A3"	110	"Polypodiaceae"	"Pleopeltis_hirsutissima"	0	1	0	0
"araucaria_plantation"	"A3"	110	"Dryopteridaceae"	"Polystichum_platylepis"	0	1	0	0
"araucaria_plantation"	"A3"	110	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	1	0	0
"araucaria_plantation"	"A3"	120	"Dryopteridaceae"	"Ctenitis_submarginalis"	2	4	0	0
"araucaria_plantation"	"A3"	120	"Thelypteridaceae"	"Amauropelta_decurtata"	0	2	0	0
"araucaria_plantation"	"A3"	120	"Thelypteridaceae"	"Amauropelta_decurtata"	5	4	0	0
"araucaria_plantation"	"A3"	120	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	1
"araucaria_plantation"	"A3"	120	"Anemiaceae"	"Anemia_phyllitidis"	2	0	0	0
"araucaria_plantation"	"A3"	120	"Thelypteridaceae"	"Christella_dentata"	0	1	0	0
"araucaria_plantation"	"A3"	130	"Thelypteridaceae"	"Amauropelta_decurtata"	6	6	0	0
"araucaria_plantation"	"A3"	130	"Dryopteridaceae"	"Polystichum_platylepis"	1	2	0	0
"araucaria_plantation"	"A3"	130	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	2	0	0
"araucaria_plantation"	"A3"	130	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"araucaria_plantation"	"A3"	130	"Dryopteridaceae"	"Ctenitis_submarginalis"	3	2	0	0
"araucaria_plantation"	"A3"	130	"Thelypteridaceae"	"Christella_dentata"	0	2	0	0
"araucaria_plantation"	"A3"	130	"Polypodiaceae"	"Pleopeltis_hirsutissima"	1	0	0	0
"araucaria_plantation"	"A3"	130	"Thelypteridaceae"	"Goniopteris_riograndensis"	0	1	0	0
"araucaria_plantation"	"A3"	140	"Blechnaceae"	"Neoblechnum_brasiliense"	1	0	0	0
"araucaria_plantation"	"A3"	140	"Dryopteridaceae"	"Ctenitis_submarginalis"	0	11	0	0
"araucaria_plantation"	"A3"	140	"Thelypteridaceae"	"Goniopteris_riograndensis"	1	1	0	0
"araucaria_plantation"	"A3"	140	"Thelypteridaceae"	"Christella_dentata"	1	1	0	0
"araucaria_plantation"	"A3"	140	"Thelypteridaceae"	"Amauropelta_decurtata"	8	9	0	0
"araucaria_plantation"	"A3"	140	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	1	0	0	0
"araucaria_plantation"	"A3"	140	"Pteridaceae"	"Adiantum_pseudotinctum"	6	7	0	0
"araucaria_plantation"	"A3"	150	"Anemiaceae"	"Anemia_phyllitidis"	1	1	0	0
"araucaria_plantation"	"A3"	150	"Polypodiaceae"	"Campyloneurum_nitidum"	0	1	0	0
"araucaria_plantation"	"A3"	150	"Blechnaceae"	"Blechnum_austrobrasilianum"	3	17	0	0
"araucaria_plantation"	"A3"	150	"Dryopteridaceae"	"Ctenitis_submarginalis"	7	14	0	0
"araucaria_plantation"	"A3"	150	"Thelypteridaceae"	"Amauropelta_decurtata"	0	5	0	0
"araucaria_plantation"	"A4"	0	"Thelypteridaceae"	"Amauropelta_recumbens"	2	14	0	0
"araucaria_plantation"	"A4"	0	"Thelypteridaceae"	"Amauropelta_decurtata"	1	14	0	0
"araucaria_plantation"	"A4"	0	"Blechnaceae"	"Neoblechnum_brasiliense"	0	1	0	0
"araucaria_plantation"	"A4"	0	"Dryopteridaceae"	"Polystichum_platylepis"	0	2	0	0
"araucaria_plantation"	"A4"	0	"Dryopteridaceae"	"Megalastrum_oreocharis"	2	5	0	0
"araucaria_plantation"	"A4"	0	"Pteridaceae"	"Pteris_deflexa"	0	1	0	0
"araucaria_plantation"	"A4"	0	"Thelypteridaceae"	"Christella_dentata"	0	1	0	0
"araucaria_plantation"	"A4"	0	"Dryopteridaceae"	"Ctenitis_submarginalis"	8	6	0	0
"araucaria_plantation"	"A4"	0	"Dicksoniaceae"	"Dicksonia_sellowiana"	0	3	0	0
"araucaria_plantation"	"A4"	0	"Blechnaceae"	"Blechnum_austrobrasilianum"	1	0	0	0
"araucaria_plantation"	"A4"	10	"Thelypteridaceae"	"Amauropelta_recumbens"	0	16	0	0
"araucaria_plantation"	"A4"	10	"Thelypteridaceae"	"Amauropelta_decurtata"	15	7	0	0
"araucaria_plantation"	"A4"	10	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"araucaria_plantation"	"A4"	10	"Thelypteridaceae"	"Christella_dentata"	0	3	0	0
"araucaria_plantation"	"A4"	10	"Dryopteridaceae"	"Ctenitis_submarginalis"	1	2	0	0
"araucaria_plantation"	"A4"	10	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	2	0	0
"araucaria_plantation"	"A4"	10	"Dicksoniaceae"	"Dicksonia_sellowiana"	1	2	0	0
"araucaria_plantation"	"A4"	10	"Blechnaceae"	"Neoblechnum_brasiliense"	3	2	0	0
"araucaria_plantation"	"A4"	20	"Dryopteridaceae"	"Megalastrum_oreocharis"	1	2	0	0
"araucaria_plantation"	"A4"	20	"Dicksoniaceae"	"Dicksonia_sellowiana"	1	1	0	0
